emp_id,target_role_hint,text
E0399,Backend Engineer (Python),"Backend Engineer (Python) with 5 years experience. Skills: python, , sql db, fastapi. Built dashboards using python. team player."
E0400,Backend Engineer (Python),"Backend Engineer (Python) with 0 years experience. Skills: python, apis, databases, django, docker. Built pipelines using apis. handled csv and excel files."
E0401,Backend Engineer (Python),"Backend Engineer (Python) with 4 years experience. Skills: python, , databases, containers, fastapi. Built dashboards using containers. handled csv and excel files."
E0402,Frontend Engineer (React),"Frontend Engineer (React) with 3 years experience. Skills: javascript, reactjs, html, css, redux, typescript. Built models using reactjs. participated in hackathons."
E0403,Frontend Engineer (React),"Frontend Engineer (React) with 4 years experience. Skills: , react, html, css, typescript. Built pipelines using . team player."
E0404,Backend Engineer (Python),"Backend Engineer (Python) with 5 years experience. Skills: python, apis, databases, fastapi, django rest. Built dashboards using python. strong communication."
E0405,Cloud DevOps Engineer,"Cloud DevOps Engineer with 4 years experience. Skills: linux, aws, ci/cd, kubernetes, terraform, containers. Built dashboards using containers. team player."
E0406,Data Analyst,"Data Analyst with 0 years experience. Skills: python, sql, excel, power bi, dataframes, matplotlib. Built web apps using python. team player."
E0407,Backend Engineer (Python),"Backend Engineer (Python) with 3 years experience. Skills: pandas, endpoints, sql db, django rest, docker. Built models using sql db. strong communication."
E0408,Frontend Engineer (React),"Frontend Engineer (React) with 4 years experience. Skills: javascript, , html, typescript, redux. Built apis using html. participated in hackathons."
E0409,ML Engineer,"ML Engineer with 1 years experience. Skills: python, ml, scikit-learn, nlp, pytorch, tensorflow. Built pipelines using scikit-learn. quick learner."
E0410,Backend Engineer (Python),"Backend Engineer (Python) with 4 years experience. Skills: python, endpoints, databases, django, fastapi, docker. Built pipelines using endpoints. strong communication."
E0411,Data Analyst,"Data Analyst with 0 years experience. Skills: python, queries, vlookup, power bi, pandas. Built apis using queries. handled csv and excel files."
E0412,Backend Engineer (Python),"Backend Engineer (Python) with 5 years experience. Skills: python, apis, databases, django, fastapi. Built web apps using fastapi. wrote unit tests."
E0413,Cloud DevOps Engineer,"Cloud DevOps Engineer with 0 years experience. Skills: linux, s3, ci/cd, docker, kubernetes, terraform. Built dashboards using kubernetes. participated in hackathons."
E0414,ML Engineer,"ML Engineer with 3 years experience. Skills: , ml, scikit-learn, tensorflow, nlp. Built models using . quick learner."
E0415,Cloud DevOps Engineer,"Cloud DevOps Engineer with 2 years experience. Skills: shell, aws, ci/cd, docker. Built models using shell. wrote unit tests."
E0416,Frontend Engineer (React),"Frontend Engineer (React) with 4 years experience. Skills: js, react, html, redux, typescript, css3. Built pipelines using css3. passionate about learning."
E0417,Frontend Engineer (React),"Frontend Engineer (React) with 3 years experience. Skills: js, react, html, redux, css3. Built pipelines using js. participated in hackathons."
E0418,Frontend Engineer (React),"Frontend Engineer (React) with 1 years experience. Skills: javascript, react, html, state mgmt, css. Built apis using react. handled csv and excel files."
E0419,Backend Engineer (Python),"Backend Engineer (Python) with 3 years experience. Skills: python, apis, databases, fast api, docker, django. Built models using docker. handled csv and excel files."
E0420,Frontend Engineer (React),"Frontend Engineer (React) with 3 years experience. Skills: js, react, html, redux. Built web apps using js. participated in hackathons."
E0421,Frontend Engineer (React),"Frontend Engineer (React) with 0 years experience. Skills: js, react, html5, ts. Built web apps using react. worked in a college project."
E0422,ML Engineer,"ML Engineer with 1 years experience. Skills: python, ml, scikit-learn, tensorflow, torch. Built apis using tensorflow. handled csv and excel files."
E0423,ML Engineer,"ML Engineer with 5 years experience. Skills: numpy, ml, scikit-learn, tensorflow, pytorch. Built web apps using scikit-learn. wrote unit tests."
E0424,Backend Engineer (Python),"Backend Engineer (Python) with 0 years experience. Skills: python, apis, databases, django. Built apis using apis. strong communication."
E0425,ML Engineer,"ML Engineer with 0 years experience. Skills: py, , scikit-learn, pytorch, tf-idf. Built dashboards using pytorch. quick learner."
E0426,Frontend Engineer (React),"Frontend Engineer (React) with 1 years experience. Skills: , react, html, ts. Built dashboards using react. quick learner."
E0427,ML Engineer,"ML Engineer with 2 years experience. Skills: python, , scikit-learn, pytorch. Built models using scikit-learn. passionate about learning."
E0428,ML Engineer,"ML Engineer with 2 years experience. Skills: numpy, , scikit-learn, tensorflow, nlp, pytorch. Built apis using . passionate about learning."
E0429,ML Engineer,"ML Engineer with 5 years experience. Skills: numpy, ml, scikit-learn, tensorflow, pytorch. Built pipelines using tensorflow. passionate about learning."
E0430,Backend Engineer (Python),"Backend Engineer (Python) with 1 years experience. Skills: python, apis, databases, django, containers, fastapi. Built dashboards using python. passionate about learning."
E0431,Backend Engineer (Python),"Backend Engineer (Python) with 3 years experience. Skills: python, apis, , docker. Built pipelines using docker. handled csv and excel files."
E0432,Backend Engineer (Python),"Backend Engineer (Python) with 0 years experience. Skills: python, apis, databases, docker. Built web apps using docker. wrote unit tests."
E0433,Frontend Engineer (React),"Frontend Engineer (React) with 4 years experience. Skills: javascript, , html, css3, typescript. Built models using html. team player."
E0434,Backend Engineer (Python),"Backend Engineer (Python) with 2 years experience. Skills: numpy, , databases, fast api, docker, django. Built  using docker. quick learner."
E0435,Data Analyst,"Data Analyst with 3 years experience. Skills: python, sql, excel, pandas, power bi. Built apis using pandas. handled csv and excel files."
E0436,Cloud DevOps Engineer,"Cloud DevOps Engineer with 2 years experience. Skills: linux, aws, ci/cd, terraform, k8s, docker. Built pipelines using docker. handled csv and excel files."
E0437,Frontend Engineer (React),"Frontend Engineer (React) with 3 years experience. Skills: js, react, html, redux, css3. Built dashboards using js. strong communication."
E0438,Backend Engineer (Python),"Backend Engineer (Python) with 2 years experience. Skills: python, rest , databases, django, docker. Built dashboards using django. strong communication."
E0439,Cloud DevOps Engineer,"Cloud DevOps Engineer with 0 years experience. Skills: linux, aws, ci/cd, kubernetes, containers. Built web apps using containers. worked in a college project."
E0440,ML Engineer,"ML Engineer with 4 years experience. Skills: python, ml, scikit-learn, nlp, pytorch, tf. Built pipelines using ml. handled csv and excel files."
E0441,ML Engineer,"ML Engineer with 2 years experience. Skills: python, ml, scikit-learn, text processing, pytorch. Built dashboards using ml. passionate about learning."
E0442,Frontend Engineer (React),"Frontend Engineer (React) with 4 years experience. Skills: javascript, react, html, typescript. Built dashboards using javascript. team player."
E0443,Cloud DevOps Engineer,"Cloud DevOps Engineer with 2 years experience. Skills: linux, aws, , docker, terraform, kubernetes. Built web apps using terraform. wrote unit tests."
E0444,Backend Engineer (Python),"Backend Engineer (Python) with 3 years experience. Skills: python, apis, databases, docker, fastapi. Built models using databases. handled csv and excel files."
E0445,Data Analyst,"Data Analyst with 1 years experience. Skills: python, sql, excel, power bi. Built pipelines using excel. passionate about learning."
E0446,Frontend Engineer (React),"Frontend Engineer (React) with 4 years experience. Skills: js, react, , css3. Built apis using . team player."
E0447,Cloud DevOps Engineer,"Cloud DevOps Engineer with 0 years experience. Skills: , aws, ci/cd, k8s, terraform. Built dashboards using ci/cd. team player."
E0448,Data Analyst,"Data Analyst with 1 years experience. Skills: python, sql, excel, power bi, pandas. Built apis using sql. team player."
E0449,Cloud DevOps Engineer,"Cloud DevOps Engineer with 2 years experience. Skills: linux, aws, ci/cd, iac, kubernetes. Built models using aws. passionate about learning."
E0450,ML Engineer,"ML Engineer with 4 years experience. Skills: , training, sklearn, pytorch. Built apis using pytorch. quick learner."
E0451,Frontend Engineer (React),"Frontend Engineer (React) with 1 years experience. Skills: javascript, react, html, css, redux, typescript. Built pipelines using react. handled csv and excel files."
E0452,Frontend Engineer (React),"Frontend Engineer (React) with 1 years experience. Skills: , react, html, typescript, css. Built pipelines using . strong communication."
E0453,Frontend Engineer (React),"Frontend Engineer (React) with 3 years experience. Skills: javascript, react, html, css3, typescript, redux. Built pipelines using redux. worked in a college project."
E0454,Backend Engineer (Python),"Backend Engineer (Python) with 3 years experience. Skills: python, apis, databases, fastapi, docker. Built dashboards using fastapi. handled csv and excel files."
E0455,Cloud DevOps Engineer,"Cloud DevOps Engineer with 1 years experience. Skills: linux, aws, ci/cd, kubernetes, terraform. Built models using linux. handled csv and excel files."
E0456,Data Analyst,"Data Analyst with 2 years experience. Skills: python, sql, excel, matplotlib, pandas, bi. Built dashboards using matplotlib. team player."
E0457,Frontend Engineer (React),"Frontend Engineer (React) with 2 years experience. Skills: js, react, html, redux, typescript, css. Built dashboards using js. strong communication."
E0458,Frontend Engineer (React),"Frontend Engineer (React) with 4 years experience. Skills: javascript, reactjs, html, css3. Built apis using javascript. worked in a college project."
E0459,Cloud DevOps Engineer,"Cloud DevOps Engineer with 1 years experience. Skills: linux, ec2, ci/cd, docker, terraform. Built pipelines using linux. strong communication."
E0460,Frontend Engineer (React),"Frontend Engineer (React) with 2 years experience. Skills: javascript, react, html, css, typescript, redux. Built dashboards using typescript. passionate about learning."
E0461,Backend Engineer (Python),"Backend Engineer (Python) with 5 years experience. Skills: numpy, apis, databases, django, fastapi, docker. Built web apps using apis. quick learner."
E0462,Cloud DevOps Engineer,"Cloud DevOps Engineer with 4 years experience. Skills: linux, aws, ci/cd, containers. Built web apps using linux. passionate about learning."
E0463,Backend Engineer (Python),"Backend Engineer (Python) with 0 years experience. Skills: python, apis, databases, django, fastapi, docker. Built web apps using fastapi. worked in a college project."
E0464,Data Analyst,"Data Analyst with 4 years experience. Skills: python, sql, excel, matplotlib. Built pipelines using excel. passionate about learning."
E0465,ML Engineer,"ML Engineer with 2 years experience. Skills: python, ml, sklearn, pytorch, tensorflow, nlp. Built models using nlp. quick learner."
E0466,Cloud DevOps Engineer,"Cloud DevOps Engineer with 2 years experience. Skills: linux, , ci/cd, docker. Built apis using docker. participated in hackathons."
E0467,ML Engineer,"ML Engineer with 4 years experience. Skills: python, ml, scikit-learn, tf-idf. Built pipelines using ml. wrote unit tests."
E0468,Frontend Engineer (React),"Frontend Engineer (React) with 1 years experience. Skills: javascript, react, html, typescript, css. Built models using html. handled csv and excel files."
E0469,Backend Engineer (Python),"Backend Engineer (Python) with 5 years experience. Skills: py, apis, databases, docker. Built models using databases. wrote unit tests."
E0470,Data Analyst,"Data Analyst with 5 years experience. Skills: python, sql, excel, matplotlib. Built web apps using python. passionate about learning."
E0471,Frontend Engineer (React),"Frontend Engineer (React) with 0 years experience. Skills: , react, html, typescript, css, redux. Built apis using redux. wrote unit tests."
E0472,Data Analyst,"Data Analyst with 4 years experience. Skills: python, sql, excel, bi, matplotlib, series. Built models using sql. wrote unit tests."
E0473,Data Analyst,"Data Analyst with 0 years experience. Skills: pandas, sql, excel, pandas, matplotlib, power bi. Built dashboards using matplotlib. passionate about learning."
E0474,Frontend Engineer (React),"Frontend Engineer (React) with 0 years experience. Skills: javascript, reactjs, html, redux, css. Built web apps using redux. handled csv and excel files."
E0475,Backend Engineer (Python),"Backend Engineer (Python) with 4 years experience. Skills: numpy, apis, databases, docker. Built web apps using apis. strong communication."
E0476,Backend Engineer (Python),"Backend Engineer (Python) with 2 years experience. Skills: python, apis, databases, fastapi, docker. Built dashboards using fastapi. passionate about learning."
E0477,Backend Engineer (Python),"Backend Engineer (Python) with 0 years experience. Skills: python, apis, databases, django. Built models using python. team player."
E0478,Backend Engineer (Python),"Backend Engineer (Python) with 5 years experience. Skills: pandas, apis, databases, fast api, django, docker. Built pipelines using django. team player."
E0479,Cloud DevOps Engineer,"Cloud DevOps Engineer with 0 years experience. Skills: linux, aws, ci/cd, iac, kubernetes. Built dashboards using kubernetes. participated in hackathons."
E0480,Backend Engineer (Python),"Backend Engineer (Python) with 1 years experience. Skills: python, apis, databases, fast api. Built pipelines using python. quick learner."
E0481,Backend Engineer (Python),"Backend Engineer (Python) with 5 years experience. Skills: python, apis, databases, django. Built pipelines using databases. team player."
E0482,Cloud DevOps Engineer,"Cloud DevOps Engineer with 3 years experience. Skills: linux, aws, ci/cd, kubernetes, docker. Built apis using kubernetes. worked in a college project."
E0483,Data Analyst,"Data Analyst with 3 years experience. Skills: python, sql, excel, matplotlib, power bi, pandas. Built dashboards using python. wrote unit tests."
E0484,Data Analyst,"Data Analyst with 1 years experience. Skills: python, queries, excel, power bi. Built dashboards using python. handled csv and excel files."
E0485,Cloud DevOps Engineer,"Cloud DevOps Engineer with 5 years experience. Skills: shell, aws, ci/cd, terraform, docker. Built pipelines using terraform. team player."
E0486,Backend Engineer (Python),"Backend Engineer (Python) with 5 years experience. Skills: python, apis, databases, containers, fastapi. Built dashboards using databases. handled csv and excel files."
E0487,Frontend Engineer (React),"Frontend Engineer (React) with 1 years experience. Skills: js, , html, redux, typescript, css. Built models using redux. quick learner."
E0488,ML Engineer,"ML Engineer with 3 years experience. Skills: python, ml, scikit-learn, nlp, tensorflow. Built web apps using python. strong communication."
E0489,ML Engineer,"ML Engineer with 5 years experience. Skills: py, ml, scikit-learn, pytorch. Built dashboards using py. strong communication."
E0490,Frontend Engineer (React),"Frontend Engineer (React) with 2 years experience. Skills: javascript, react, html, typescript, redux, css. Built pipelines using css. participated in hackathons."
E0491,ML Engineer,"ML Engineer with 4 years experience. Skills: python, ml, scikit-learn, tensorflow, nlp. Built dashboards using nlp. strong communication."
E0492,Backend Engineer (Python),"Backend Engineer (Python) with 2 years experience. Skills: python, apis, databases, fastapi. Built models using fastapi. passionate about learning."
E0493,Cloud DevOps Engineer,"Cloud DevOps Engineer with 2 years experience. Skills: linux, aws, ci/cd, containers, terraform. Built pipelines using aws. quick learner."
E0494,Cloud DevOps Engineer,"Cloud DevOps Engineer with 5 years experience. Skills: shell, aws, ci/cd, terraform, kubernetes. Built models using shell. passionate about learning."
E0495,Frontend Engineer (React),"Frontend Engineer (React) with 2 years experience. Skills: javascript, , html, css, redux, typescript. Built apis using html. passionate about learning."
E0496,Cloud DevOps Engineer,"Cloud DevOps Engineer with 2 years experience. Skills: linux, aws, , docker, kubernetes, terraform. Built pipelines using linux. wrote unit tests."
E0497,Backend Engineer (Python),"Backend Engineer (Python) with 4 years experience. Skills: numpy, rest apis, databases, fastapi, docker, django. Built apis using fastapi. handled csv and excel files."
E0498,ML Engineer,"ML Engineer with 0 years experience. Skills: python, ml, scikit-learn, tf-idf, tensorflow. Built pipelines using tensorflow. participated in hackathons."
E0499,Frontend Engineer (React),"Frontend Engineer (React) with 5 years experience. Skills: javascript, react, , typescript. Built pipelines using react. quick learner."
E0500,Data Analyst,"Data Analyst with 0 years experience. Skills: numpy, sql, excel, dax, pandas. Built pipelines using sql. team player."
E0501,ML Engineer,"ML Engineer with 5 years experience. Skills: python, training, sklearn, nlp. Built dashboards using sklearn. handled csv and excel files."
E0502,Data Analyst,"Data Analyst with 5 years experience. Skills: python, sql, excel, charts, series. Built web apps using charts. quick learner."
E0503,Frontend Engineer (React),"Frontend Engineer (React) with 2 years experience. Skills: javascript, js, html, css, redux, typescript. Built apis using css. passionate about learning."
E0504,Cloud DevOps Engineer,"Cloud DevOps Engineer with 3 years experience. Skills: linux, aws, ci/cd, terraform. Built apis using terraform. quick learner."
E0505,ML Engineer,"ML Engineer with 0 years experience. Skills: py, ml, scikit-learn, tensorflow, nlp, pytorch. Built models using tensorflow. handled csv and excel files."
E0506,Data Analyst,"Data Analyst with 0 years experience. Skills: python, sql, excel, dataframes, dax, matplotlib. Built web apps using sql. team player."
E0507,ML Engineer,"ML Engineer with 1 years experience. Skills: , ml, scikit-learn, tensorflow, nlp, pytorch. Built pipelines using tensorflow. team player."
E0508,Backend Engineer (Python),"Backend Engineer (Python) with 3 years experience. Skills: pandas, rest apis, databases, docker, fastapi. Built models using pandas. worked in a college project."
E0509,ML Engineer,"ML Engineer with 1 years experience. Skills: python, ml, scikit-learn, tensorflow, text processing, pytorch. Built pipelines using text processing. handled csv and excel files."
E0510,Backend Engineer (Python),"Backend Engineer (Python) with 0 years experience. Skills: python, apis, databases, docker, fastapi. Built apis using fastapi. passionate about learning."
E0511,ML Engineer,"ML Engineer with 3 years experience. Skills: , ml, scikit-learn, tensorflow, tf-idf, pytorch. Built models using . handled csv and excel files."
E0512,Frontend Engineer (React),"Frontend Engineer (React) with 5 years experience. Skills: javascript, react, html, css, redux. Built dashboards using javascript. team player."
E0513,Data Analyst,"Data Analyst with 3 years experience. Skills: python, , excel, matplotlib, pandas, dashboards. Built models using dashboards. team player."
E0514,Frontend Engineer (React),"Frontend Engineer (React) with 0 years experience. Skills: javascript, reactjs, html, css, redux. Built models using javascript. wrote unit tests."
E0515,Backend Engineer (Python),"Backend Engineer (Python) with 0 years experience. Skills: python, apis, databases, docker. Built dashboards using databases. strong communication."
E0516,Frontend Engineer (React),"Frontend Engineer (React) with 2 years experience. Skills: javascript, react, html, css, typescript. Built web apps using html. passionate about learning."
E0517,ML Engineer,"ML Engineer with 3 years experience. Skills: python, ml, scikit-learn, pytorch, nlp. Built models using python. participated in hackathons."
E0518,Frontend Engineer (React),"Frontend Engineer (React) with 3 years experience. Skills: javascript, react, html, typescript. Built dashboards using javascript. handled csv and excel files."
E0519,Cloud DevOps Engineer,"Cloud DevOps Engineer with 5 years experience. Skills: linux, aws, pipelines, kubernetes. Built pipelines using aws. wrote unit tests."
E0520,Frontend Engineer (React),"Frontend Engineer (React) with 3 years experience. Skills: javascript, react, html, state mgmt, css, typescript. Built dashboards using javascript. worked in a college project."
E0521,Cloud DevOps Engineer,"Cloud DevOps Engineer with 5 years experience. Skills: shell, aws, ci/cd, terraform, docker. Built web apps using shell. wrote unit tests."
E0522,Data Analyst,"Data Analyst with 2 years experience. Skills: python, sql, excel, matplotlib, series. Built pipelines using sql. worked in a college project."
E0523,Cloud DevOps Engineer,"Cloud DevOps Engineer with 4 years experience. Skills: linux, aws, ci/cd, iac, kubernetes. Built models using ci/cd. wrote unit tests."
E0524,Cloud DevOps Engineer,"Cloud DevOps Engineer with 1 years experience. Skills: linux, ec2, ci/cd, containers, terraform. Built models using containers. strong communication."
E0525,Backend Engineer (Python),"Backend Engineer (Python) with 3 years experience. Skills: python, apis, databases, fastapi. Built dashboards using python. team player."
E0526,Backend Engineer (Python),"Backend Engineer (Python) with 0 years experience. Skills: pandas, rest apis, databases, fast api. Built web apps using pandas. team player."
E0527,Cloud DevOps Engineer,"Cloud DevOps Engineer with 5 years experience. Skills: linux, aws, ci/cd, containers, terraform, k8s. Built apis using ci/cd. worked in a college project."
E0528,Backend Engineer (Python),"Backend Engineer (Python) with 1 years experience. Skills: , apis, databases, fastapi, docker. Built apis using . team player."
E0529,Frontend Engineer (React),"Frontend Engineer (React) with 2 years experience. Skills: js, react, html, redux, typescript. Built apis using js. team player."
E0530,Backend Engineer (Python),"Backend Engineer (Python) with 4 years experience. Skills: python, apis, , fastapi. Built models using fastapi. strong communication."
E0531,Data Analyst,"Data Analyst with 5 years experience. Skills: python, sql, excel, matplotlib. Built web apps using sql. wrote unit tests."
E0532,Backend Engineer (Python),"Backend Engineer (Python) with 5 years experience. Skills: python, apis, databases, docker. Built web apps using databases. participated in hackathons."
E0533,Cloud DevOps Engineer,"Cloud DevOps Engineer with 5 years experience. Skills: linux, aws, ci/cd, docker, kubernetes, terraform. Built web apps using terraform. team player."
E0534,Cloud DevOps Engineer,"Cloud DevOps Engineer with 5 years experience. Skills: linux, aws, ci/cd, kubernetes, docker. Built web apps using kubernetes. wrote unit tests."
E0535,Cloud DevOps Engineer,"Cloud DevOps Engineer with 5 years experience. Skills: ubuntu, s3, ci/cd, terraform, docker, kubernetes. Built apis using docker. strong communication."
E0536,Backend Engineer (Python),"Backend Engineer (Python) with 1 years experience. Skills: python, apis, databases, docker, fastapi. Built dashboards using fastapi. wrote unit tests."
E0537,ML Engineer,"ML Engineer with 4 years experience. Skills: python, machine learning, sklearn, nlp, tensorflow, pytorch. Built dashboards using machine learning. strong communication."
E0538,Frontend Engineer (React),"Frontend Engineer (React) with 5 years experience. Skills: javascript, react, html5, redux, css. Built apis using html5. wrote unit tests."
E0539,Data Analyst,"Data Analyst with 1 years experience. Skills: python, sql, excel, matplotlib. Built pipelines using excel. strong communication."
E0540,Cloud DevOps Engineer,"Cloud DevOps Engineer with 5 years experience. Skills: linux, aws, , terraform, kubernetes, containers. Built apis using aws. worked in a college project."
E0541,Backend Engineer (Python),"Backend Engineer (Python) with 4 years experience. Skills: , apis, databases, django, fastapi, docker. Built dashboards using fastapi. quick learner."
E0542,Cloud DevOps Engineer,"Cloud DevOps Engineer with 4 years experience. Skills: linux, aws, ci/cd, terraform, kubernetes. Built dashboards using kubernetes. strong communication."
E0543,Backend Engineer (Python),"Backend Engineer (Python) with 3 years experience. Skills: python, apis, sql db, docker, django. Built models using sql db. worked in a college project."
E0544,Backend Engineer (Python),"Backend Engineer (Python) with 4 years experience. Skills: python, apis, , docker, django rest. Built web apps using django rest. quick learner."
E0545,Frontend Engineer (React),"Frontend Engineer (React) with 5 years experience. Skills: javascript, react, html, typescript, redux. Built web apps using typescript. passionate about learning."
E0546,ML Engineer,"ML Engineer with 2 years experience. Skills: python, training, scikit-learn, tensorflow, pytorch, nlp. Built pipelines using training. wrote unit tests."
E0547,Backend Engineer (Python),"Backend Engineer (Python) with 4 years experience. Skills: python, apis, databases, fast api. Built web apps using apis. quick learner."
E0548,Data Analyst,"Data Analyst with 0 years experience. Skills: python, joins, spreadsheets, bi, charts. Built models using charts. wrote unit tests."
E0549,ML Engineer,"ML Engineer with 3 years experience. Skills: python, models, scikit-learn, nlp, torch. Built web apps using models. handled csv and excel files."
E0550,Backend Engineer (Python),"Backend Engineer (Python) with 3 years experience. Skills: python, apis, databases, fast api, docker. Built pipelines using apis. wrote unit tests."
E0551,Cloud DevOps Engineer,"Cloud DevOps Engineer with 3 years experience. Skills: linux, iam, pipelines, k8s, docker. Built apis using iam. team player."
E0552,Backend Engineer (Python),"Backend Engineer (Python) with 3 years experience. Skills: python, apis, databases, containers. Built web apps using databases. handled csv and excel files."
E0553,Frontend Engineer (React),"Frontend Engineer (React) with 0 years experience. Skills: javascript, , html, typescript, redux. Built dashboards using html. handled csv and excel files."
E0554,Backend Engineer (Python),"Backend Engineer (Python) with 3 years experience. Skills: numpy, apis, databases, containers, django. Built web apps using containers. handled csv and excel files."
E0555,Data Analyst,"Data Analyst with 0 years experience. Skills: python, sql, excel, plots, dataframes. Built pipelines using excel. handled csv and excel files."
E0556,Frontend Engineer (React),"Frontend Engineer (React) with 3 years experience. Skills: js, react, html, css, state mgmt. Built apis using state mgmt. team player."
E0557,Cloud DevOps Engineer,"Cloud DevOps Engineer with 2 years experience. Skills: , aws, github actions, kubernetes. Built pipelines using aws. passionate about learning."
E0558,Backend Engineer (Python),"Backend Engineer (Python) with 5 years experience. Skills: , apis, databases, fastapi, django. Built dashboards using apis. worked in a college project."
E0559,ML Engineer,"ML Engineer with 3 years experience. Skills: pandas, training, , pytorch, nlp. Built models using pytorch. worked in a college project."
E0560,Cloud DevOps Engineer,"Cloud DevOps Engineer with 5 years experience. Skills: linux, aws, ci/cd, kubernetes. Built pipelines using aws. participated in hackathons."
E0561,Data Analyst,"Data Analyst with 5 years experience. Skills: pandas, sql, excel, matplotlib, pandas, power bi. Built apis using excel. strong communication."
E0562,ML Engineer,"ML Engineer with 2 years experience. Skills: python, ml, scikit-learn, tensorflow, pytorch, tf-idf. Built dashboards using pytorch. participated in hackathons."
E0563,Backend Engineer (Python),"Backend Engineer (Python) with 4 years experience. Skills: python, apis, databases, fast api. Built models using fast api. strong communication."
E0564,Data Analyst,"Data Analyst with 4 years experience. Skills: python, postgres, excel, charts, pandas, power bi. Built web apps using python. strong communication."
E0565,ML Engineer,"ML Engineer with 1 years experience. Skills: python, ml, , pytorch, tensorflow, nlp. Built models using python. participated in hackathons."
E0566,ML Engineer,"ML Engineer with 0 years experience. Skills: python, , scikit-learn, nlp, torch. Built models using python. quick learner."
E0567,Cloud DevOps Engineer,"Cloud DevOps Engineer with 0 years experience. Skills: shell, aws, ci/cd, kubernetes. Built models using kubernetes. participated in hackathons."
E0568,Backend Engineer (Python),"Backend Engineer (Python) with 2 years experience. Skills: python, apis, databases, django, fastapi, docker. Built models using fastapi. participated in hackathons."
E0569,Cloud DevOps Engineer,"Cloud DevOps Engineer with 4 years experience. Skills: shell, aws, ci/cd, terraform. Built web apps using terraform. worked in a college project."
E0570,Backend Engineer (Python),"Backend Engineer (Python) with 2 years experience. Skills: python, apis, databases, django rest, fastapi. Built apis using django rest. passionate about learning."
E0571,Data Analyst,"Data Analyst with 5 years experience. Skills: , sql, excel, series, power bi. Built dashboards using . handled csv and excel files."
E0572,Cloud DevOps Engineer,"Cloud DevOps Engineer with 4 years experience. Skills: linux, aws, ci/cd, docker, kubernetes. Built pipelines using aws. quick learner."
E0573,Data Analyst,"Data Analyst with 3 years experience. Skills: python, mysql, excel, matplotlib. Built models using excel. worked in a college project."
E0574,Backend Engineer (Python),"Backend Engineer (Python) with 2 years experience. Skills: python, apis, databases, containers. Built web apps using containers. handled csv and excel files."
E0575,Backend Engineer (Python),"Backend Engineer (Python) with 1 years experience. Skills: python, apis, databases, fastapi, django. Built dashboards using django. handled csv and excel files."
E0576,Cloud DevOps Engineer,"Cloud DevOps Engineer with 1 years experience. Skills: linux, iam, github actions, kubernetes, iac, docker. Built apis using kubernetes. team player."
E0577,Data Analyst,"Data Analyst with 0 years experience. Skills: python, , excel, pandas. Built dashboards using . strong communication."
E0578,Data Analyst,"Data Analyst with 1 years experience. Skills: python, sql, excel, power bi, pandas, matplotlib. Built dashboards using excel. quick learner."
E0579,Frontend Engineer (React),"Frontend Engineer (React) with 3 years experience. Skills: javascript, react, html, redux, css, typescript. Built web apps using javascript. quick learner."
E0580,ML Engineer,"ML Engineer with 1 years experience. Skills: python, ml, scikit-learn, tensorflow. Built models using scikit-learn. participated in hackathons."
E0581,Data Analyst,"Data Analyst with 3 years experience. Skills: python, , excel, matplotlib. Built apis using python. participated in hackathons."
E0582,Frontend Engineer (React),"Frontend Engineer (React) with 3 years experience. Skills: javascript, react, html, css. Built models using javascript. team player."
E0583,ML Engineer,"ML Engineer with 1 years experience. Skills: python, ml, scikit-learn, pytorch, tensorflow. Built pipelines using python. worked in a college project."
E0584,Cloud DevOps Engineer,"Cloud DevOps Engineer with 0 years experience. Skills: linux, aws, ci/cd, iac, docker. Built pipelines using iac. wrote unit tests."
E0585,Backend Engineer (Python),"Backend Engineer (Python) with 2 years experience. Skills: python, rest apis, databases, django, docker, fast api. Built apis using rest apis. participated in hackathons."
E0586,Frontend Engineer (React),"Frontend Engineer (React) with 0 years experience. Skills: javascript, react, html, typescript, css, redux. Built pipelines using css. participated in hackathons."
E0587,Backend Engineer (Python),"Backend Engineer (Python) with 2 years experience. Skills: python, apis, databases, containers. Built models using containers. handled csv and excel files."
E0588,Cloud DevOps Engineer,"Cloud DevOps Engineer with 1 years experience. Skills: linux, aws, ci/cd, kubernetes, containers, terraform. Built web apps using linux. strong communication."
E0589,Data Analyst,"Data Analyst with 1 years experience. Skills: , sql, excel, matplotlib, pandas. Built dashboards using . wrote unit tests."
E0590,ML Engineer,"ML Engineer with 2 years experience. Skills: python, ml, sklearn, tensorflow, pytorch, nlp. Built web apps using pytorch. quick learner."
E0591,Cloud DevOps Engineer,"Cloud DevOps Engineer with 1 years experience. Skills: linux, aws, github actions, kubernetes, containers, terraform. Built models using kubernetes. passionate about learning."
E0592,ML Engineer,"ML Engineer with 3 years experience. Skills: python, ml, scikit-learn, pytorch. Built apis using ml. handled csv and excel files."
E0593,Backend Engineer (Python),"Backend Engineer (Python) with 5 years experience. Skills: pandas, apis, db, docker, django, fast api. Built models using docker. handled csv and excel files."
E0594,Backend Engineer (Python),"Backend Engineer (Python) with 4 years experience. Skills: python, apis, databases, fastapi, django, docker. Built models using django. wrote unit tests."
E0595,Backend Engineer (Python),"Backend Engineer (Python) with 1 years experience. Skills: py, , databases, docker, django rest, fastapi. Built dashboards using databases. strong communication."
